"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Competition";"Competition ID";"Season";"Season ID";"Position";"Position Group";"Minutes";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90"
"James Bolton";"J. Bolton";"94753";"1994-08-13";"Fleetwood Town FC";"1724";"ENG - League Two";"204";"2025/2026";"129";"CB";"Central Defender";"99.27";"13";"0";"10323.23";"103.99";"1240.0";"409.46";"36.23";"83.92";"4.85";"493.38";"41.08";"27.38";"28.18";"119.08";"5.23";"93.77";"10.15";"2.92";"0.71";"0.86";"0.69";"1.87";"null";"20.85";"2.02";"2.87";"9359.3";"103.99";"1124.22";"371.23";"32.85";"76.09";"4.39";"447.31";"37.24";"107.96";"4.74";"85.01";"9.21";"2.65";"0.63";"18.9"
"Kamil Amadu Conteh";"K. Conteh";"95170";"2002-12-26";"Bristol Rovers FC";"2540";"ENG - League Two";"204";"2025/2026";"129";"RM";"Midfield";"97.74";"12";"0";"10441.92";"106.84";"1763.92";"495.0";"41.5";"64.0";"3.33";"559.0";"44.83";"26.75";"27.56";"119.08";"5.33";"98.08";"10.75";"2.83";"0.72";"0.8";"0.33";"1.79";"null";"31.92";"1.93";"2.81";"9615.41";"106.84";"1624.3";"455.82";"38.22";"58.93";"3.07";"514.75";"41.28";"109.66";"4.91";"90.32";"9.9";"2.61";"0.31";"29.39"
"Connor O'Riordan";"C. O'Riordan";"95602";"2003-10-19";"Doncaster Rovers FC";"1725";"ENG - League One";"101";"2025/2026";"129";"RCB";"Central Defender";"99.07";"14";"0";"10021.64";"101.16";"1230.0";"433.5";"38.43";"106.86";"6.07";"540.36";"44.5";"28.56";"29.6";"112.57";"5.64";"83.21";"11.0";"3.64";"0.64";"0.77";"0.79";"1.47";"1.76";"20.71";"2.1";"2.85";"9104.45";"101.16";"1117.43";"393.83";"34.91";"97.08";"5.52";"490.9";"40.43";"102.27";"5.13";"75.6";"9.99";"3.31";"0.71";"18.82"
"Saël Kumbedi Nseke";"S. Kumbedi";"100114";"2005-03-26";"VfL Wolfsburg";"106";"GER - Bundesliga";"6";"2025/2026";"129";"RB";"Full Back";"93.86";"9";"0";"10469.89";"111.55";"1442.56";"683.0";"68.11";"265.22";"14.56";"948.22";"82.67";"29.4";"30.34";"114.44";"7.56";"97.56";"23.44";"6.33";"0.67";"0.71";"2.11";"1.32";"1.63";"35.44";"1.95";"2.78";"10039.2";"111.55";"1383.21";"654.9";"65.31";"254.31";"13.96";"909.22";"79.27";"109.74";"7.24";"93.54";"22.48";"6.07";"2.02";"33.99"
"Ronan Darcy";"R. Darcy";"101726";"2000-11-04";"Chesterfield FC";"3361";"ENG - League Two";"204";"2025/2026";"129";"AM";"Midfield";"77.14";"9";"0";"9231.67";"119.67";"1594.44";"555.44";"48.78";"152.89";"8.44";"708.33";"57.22";"28.19";"29.24";"86.22";"4.78";"74.44";"10.0";"2.56";"0.67";"0.79";"0.56";"1.64";"null";"35.67";"2.1";"2.77";"10770.06";"119.67";"1860.15";"648.01";"56.91";"178.37";"9.85";"826.37";"66.76";"100.59";"5.57";"86.85";"11.67";"2.98";"0.65";"41.61"
"Louis Mouton";"L. Mouton";"102821";"2002-06-03";"Angers SCO";"98";"FRA - Ligue 1";"3";"2025/2026";"129";"AM";"Midfield";"81.37";"14";"0";"10530.57";"129.41";"2016.07";"636.5";"53.64";"93.71";"5.93";"730.21";"59.57";"26.56";"27.68";"102.29";"4.5";"88.21";"12.36";"3.07";"0.66";"0.71";"0.93";"1.34";"1.35";"49.36";"1.9";"2.66";"11647.23";"129.41";"2229.85";"703.99";"59.33";"103.65";"6.56";"807.65";"65.89";"113.13";"4.98";"97.57";"13.67";"3.4";"1.03";"54.59"
"Jacob Bedeau";"J. Bedeau";"103022";"1999-12-24";"Notts County FC";"1563";"ENG - League Two";"204";"2025/2026";"129";"LCB";"Central Defender";"99.44";"28";"0";"10208.96";"102.66";"1205.32";"453.75";"41.86";"146.71";"7.18";"600.46";"49.04";"27.98";"29.26";"110.0";"5.64";"84.25";"11.79";"3.86";"0.62";"0.67";"0.68";"1.25";"1.37";"23.0";"1.86";"2.72";"9239.55";"102.66";"1090.87";"410.66";"37.88";"132.78";"6.5";"543.45";"44.38";"99.55";"5.11";"76.25";"10.67";"3.49";"0.61";"20.82"
"Rosaire Longelo-Mbule";"R. Longelo-Mbule";"103024";"1999-10-20";"Salford City FC";"2816";"ENG - League Two";"204";"2025/2026";"129";"RWB";"Full Back";"81.92";"13";"0";"9148.69";"111.68";"1345.38";"589.62";"50.38";"195.62";"9.46";"785.23";"59.85";"29.5";"30.38";"104.15";"8.31";"79.08";"15.69";"5.15";"0.64";"0.67";"1.23";"1.46";"1.75";"29.31";"2.15";"2.64";"10051.62";"111.68";"1478.17";"647.81";"55.36";"214.92";"10.4";"862.73";"65.75";"114.43";"9.13";"86.88";"17.24";"5.66";"1.35";"32.2"
"Iurie  Iovu";"I. Iovu";"103058";"2002-07-06";"Dundee United";"251";"SCO - Premiership";"18";"2025/2026";"129";"RCB";"Central Defender";"92.85";"15";"0";"9445.4";"101.72";"1100.47";"428.8";"41.73";"156.33";"8.2";"585.13";"49.93";"29.42";"31.16";"105.87";"6.07";"78.8";"12.4";"3.93";"0.66";"0.75";"1.6";"1.46";"1.46";"27.73";"2.0";"2.81";"9155.15";"101.72";"1066.65";"415.62";"40.45";"151.53";"7.95";"567.15";"48.4";"102.61";"5.88";"76.38";"12.02";"3.81";"1.55";"26.88"
"Justin Njinmah";"J. Njinmah";"104130";"2000-11-15";"SV Werder Bremen";"111";"GER - Bundesliga";"6";"2025/2026";"129";"CF";"Center Forward";"79.63";"8";"0";"8984.62";"112.83";"1051.75";"523.25";"62.38";"309.25";"16.75";"832.5";"79.12";"32.04";"32.78";"89.75";"10.38";"73.75";"18.62";"9.5";"0.57";"0.58";"4.88";"1.08";"1.13";"38.88";"2.21";"2.88";"10154.77";"112.83";"1188.73";"591.4";"70.5";"349.53";"18.93";"940.92";"89.43";"101.44";"11.73";"83.36";"21.05";"10.74";"5.51";"43.94"
"Josh Mulligan";"J. Mulligan";"104564";"2002-11-12";"Hibernian";"245";"SCO - Premiership";"18";"2025/2026";"129";"RM";"Midfield";"93.48";"15";"0";"11071.67";"118.44";"1889.2";"737.07";"68.6";"208.8";"12.4";"945.87";"81.0";"28.34";"29.5";"123.2";"6.07";"106.93";"15.6";"4.8";"0.65";"0.67";"1.67";"1.37";"1.51";"48.73";"1.91";"2.7";"10660.01";"118.44";"1818.96";"709.66";"66.05";"201.04";"11.94";"910.7";"77.99";"118.62";"5.84";"102.96";"15.02";"4.62";"1.6";"46.92"
"James Brown";"J. Brown";"104984";"1998-06-04";"Kilmarnock";"244";"SCO - Premiership";"18";"2025/2026";"129";"RWB";"Full Back";"91.11";"8";"0";"10076.12";"110.59";"1431.75";"576.88";"51.5";"182.62";"8.88";"759.5";"60.38";"28.56";"29.5";"121.62";"8.25";"95.25";"19.38";"6.25";"0.75";"0.78";"1.5";"1.4";"null";"38.88";"2.0";"2.61";"9953.55";"110.59";"1414.33";"569.86";"50.87";"180.4";"8.77";"750.26";"59.64";"120.15";"8.15";"94.09";"19.14";"6.17";"1.48";"38.4"
"Liam Morrison";"L. Morrison";"105603";"2003-04-07";"Queens Park Rangers";"56";"ENG - Championship";"31";"2025/2026";"129";"RCB";"Central Defender";"97.9";"10";"0";"9881.8";"100.94";"1165.2";"398.7";"37.4";"101.9";"5.0";"500.6";"42.4";"27.88";"28.66";"105.7";"5.0";"77.9";"11.4";"2.6";"0.74";"0.98";"0.8";"1.51";"null";"17.9";"2.57";"3.11";"9084.39";"100.94";"1071.17";"366.53";"34.38";"93.68";"4.6";"460.2";"38.98";"97.17";"4.6";"71.61";"10.48";"2.39";"0.74";"16.46"
"Kenan Yıldız";"K. Yıldız";"105611";"2005-05-04";"Juventus";"139";"ITA - Serie A";"5";"2025/2026";"129";"AM";"Midfield";"90.93";"14";"0";"10008.36";"110.07";"1292.71";"477.64";"46.0";"142.64";"7.43";"620.29";"53.43";"29.07";"30.36";"98.14";"5.5";"83.64";"13.57";"3.86";"0.62";"0.69";"1.36";"1.29";"1.38";"36.43";"2.04";"2.59";"9905.89";"110.07";"1279.48";"472.75";"45.53";"141.18";"7.35";"613.94";"52.88";"97.14";"5.44";"82.79";"13.43";"3.82";"1.34";"36.06"
"Aaron Zehnter";"A. Zehnter";"105827";"2004-10-31";"VfL Wolfsburg";"106";"GER - Bundesliga";"6";"2025/2026";"129";"LB";"Full Back";"99.09";"12";"0";"11307.83";"114.11";"1707.5";"664.0";"59.75";"180.92";"10.5";"844.92";"70.25";"28.88";"30.36";"127.92";"7.92";"103.92";"23.33";"6.08";"0.67";"0.7";"1.58";"1.39";"1.58";"39.58";"2.05";"2.8";"10270.05";"114.11";"1550.79";"603.06";"54.27";"164.31";"9.54";"767.37";"63.8";"116.18";"7.19";"94.38";"21.19";"5.53";"1.44";"35.95"
"Nathaniel Brown";"N. Brown";"105881";"2003-06-16";"Eintracht Frankfurt";"108";"GER - Bundesliga";"6";"2025/2026";"129";"LWB";"Full Back";"91.81";"9";"0";"10322.11";"112.43";"1382.89";"588.33";"60.33";"214.0";"11.89";"802.33";"72.22";"29.66";"30.58";"99.22";"6.11";"76.67";"18.33";"4.44";"0.68";"0.68";"2.11";"1.2";"1.53";"45.44";"1.89";"2.68";"10118.9";"112.43";"1355.66";"576.75";"59.15";"209.79";"11.65";"786.54";"70.8";"97.27";"5.99";"75.16";"17.97";"4.36";"2.07";"44.55"
"Brooke Norton-Cuffy";"B. Norton-Cuffy";"106761";"2004-01-12";"Genoa";"135";"ITA - Serie A";"5";"2025/2026";"129";"RWB";"Full Back";"97.32";"13";"0";"10592.77";"108.85";"1592.08";"704.15";"65.85";"259.92";"14.15";"964.08";"80.0";"29.73";"30.94";"118.54";"8.38";"95.92";"21.38";"6.62";"0.64";"0.67";"2.23";"1.22";"1.29";"40.08";"1.94";"2.61";"9796.1";"108.85";"1472.34";"651.2";"60.89";"240.37";"13.09";"891.57";"73.98";"109.62";"7.75";"88.71";"19.78";"6.12";"2.06";"37.06"
"Mika Biereth";"M. Biereth";"107199";"2003-02-08";"AS Monaco";"75";"FRA - Ligue 1";"3";"2025/2026";"129";"CF";"Center Forward";"78.47";"8";"0";"8618.38";"109.83";"1190.38";"525.0";"49.75";"156.88";"8.25";"681.88";"58.0";"29.46";"30.24";"90.25";"7.62";"71.12";"17.12";"6.25";"0.66";"0.74";"0.75";"1.6";"1.78";"36.38";"2.23";"3.01";"9885.14";"109.83";"1365.34";"602.17";"57.06";"179.93";"9.46";"782.1";"66.53";"103.52";"8.75";"81.58";"19.64";"7.17";"0.86";"41.72"
"Ryan Alebiosu";"R. Alebiosu";"107201";"2001-12-17";"Blackburn Rovers";"42";"ENG - Championship";"31";"2025/2026";"129";"RWB";"Full Back";"100.06";"11";"0";"10337.0";"103.31";"1389.91";"621.64";"65.18";"268.0";"14.45";"889.64";"79.64";"30.68";"31.62";"116.0";"9.09";"91.45";"21.27";"7.18";"0.54";"0.54";"3.27";"1.16";"1.21";"31.73";"1.93";"2.86";"9298.09";"103.31";"1250.22";"559.16";"58.63";"241.06";"13.0";"800.22";"71.63";"104.34";"8.18";"82.26";"19.13";"6.46";"2.94";"28.54"
"Jack Milne";"J. Milne";"108073";"2003-02-10";"Aberdeen";"246";"SCO - Premiership";"18";"2025/2026";"129";"CB";"Central Defender";"98.26";"13";"0";"10117.31";"102.96";"1221.62";"375.31";"40.0";"142.23";"7.46";"517.54";"47.46";"29.04";"30.36";"109.85";"5.69";"89.0";"11.85";"3.08";"0.63";"0.94";"0.62";"1.44";"null";"21.85";"2.05";"3.0";"9266.67";"102.96";"1118.91";"343.75";"36.64";"130.27";"6.83";"474.03";"43.47";"100.61";"5.21";"81.52";"10.85";"2.82";"0.56";"20.01"
"Bobby Faulkner";"B. Faulkner";"108080";"2004-08-05";"Harrogate Town FC";"2818";"ENG - League Two";"204";"2025/2026";"129";"LCB";"Central Defender";"99.58";"8";"0";"10568.5";"106.13";"1227.0";"408.25";"44.75";"131.88";"8.88";"540.12";"53.62";"29.31";"30.18";"124.88";"5.88";"89.75";"13.5";"5.0";"0.67";"0.78";"1.88";"1.28";"null";"24.62";"2.12";"null";"9551.85";"106.13";"1108.97";"368.98";"40.45";"119.19";"8.02";"488.17";"48.47";"112.86";"5.31";"81.12";"12.2";"4.52";"1.69";"22.26"
"Jacques Ekomié";"J. Ekomié";"108083";"2003-08-19";"Angers SCO";"98";"FRA - Ligue 1";"3";"2025/2026";"129";"LB";"Full Back";"89.4";"14";"0";"10415.07";"116.5";"1489.57";"652.71";"66.93";"286.86";"15.07";"939.57";"82.0";"29.98";"31.18";"123.86";"9.0";"95.5";"24.21";"7.0";"0.66";"0.67";"2.93";"1.22";"1.29";"50.07";"2.09";"2.54";"10484.69";"116.5";"1499.53";"657.08";"67.38";"288.77";"15.17";"945.85";"82.55";"124.69";"9.06";"96.14";"24.38";"7.05";"2.95";"50.41"
"Ben House";"B. House";"109879";"1999-07-05";"Lincoln City FC";"1721";"ENG - League One";"101";"2025/2026";"129";"LW";"Wide Attacker";"97.05";"8";"0";"11421.25";"117.68";"1753.5";"852.38";"77.25";"234.75";"15.0";"1087.12";"92.25";"29.2";"29.96";"125.88";"9.38";"101.5";"21.12";"7.62";"0.71";"0.79";"1.38";"1.46";"1.71";"49.62";"1.84";"2.79";"10591.35";"117.68";"1626.09";"790.44";"71.64";"217.69";"13.91";"1008.13";"85.55";"116.73";"8.69";"94.12";"19.59";"7.07";"1.28";"46.02"
"Reece Hutchinson";"R. Hutchinson";"111473";"2000-04-14";"Crewe Alexandra FC";"1726";"ENG - League Two";"204";"2025/2026";"129";"LB";"Full Back";"96.71";"26";"0";"10649.85";"110.13";"1487.54";"682.85";"65.54";"247.35";"13.88";"930.19";"79.42";"29.9";"31.26";"116.88";"8.35";"96.58";"17.88";"6.04";"0.57";"0.65";"2.5";"1.06";"1.15";"33.04";"1.82";"2.7";"9911.43";"110.13";"1384.4";"635.5";"60.99";"230.2";"12.92";"865.7";"73.92";"108.78";"7.77";"89.88";"16.64";"5.62";"2.33";"30.75"
"Pharrel Nnamdi Collins";"N. Collins";"111929";"2004-01-10";"Eintracht Frankfurt";"108";"GER - Bundesliga";"6";"2025/2026";"129";"RCB";"Central Defender";"98.31";"8";"0";"10486.5";"106.67";"1395.38";"519.0";"50.38";"169.75";"9.88";"688.75";"60.25";"29.24";"30.22";"114.12";"6.62";"87.88";"15.75";"3.62";"0.75";"0.78";"1.12";"1.51";"1.84";"38.88";"1.96";"2.68";"9600.05";"106.67";"1277.42";"475.13";"46.12";"155.4";"9.04";"630.53";"55.16";"104.48";"6.06";"80.45";"14.42";"3.32";"1.03";"35.59"
"Dan Kemp";"D. Kemp";"113260";"1999-01-11";"Stevenage FC";"2817";"ENG - League One";"101";"2025/2026";"129";"AM";"Midfield";"94.09";"17";"0";"10623.12";"112.9";"1816.71";"678.76";"64.88";"147.76";"10.94";"826.53";"75.82";"27.94";"29.46";"119.24";"8.06";"98.35";"16.88";"5.88";"0.64";"0.7";"1.76";"1.28";"1.47";"44.65";"1.91";"2.52";"10161.11";"112.9";"1737.7";"649.24";"62.06";"141.34";"10.47";"790.58";"72.53";"114.05";"7.71";"94.08";"16.15";"5.63";"1.69";"42.71"
"Milos Kerkez";"M. Kerkez";"113473";"2003-11-07";"Liverpool Football Club";"2";"ENG - Premier League";"1";"2025/2026";"129";"LB";"Full Back";"96.14";"17";"0";"10197.29";"106.07";"1301.18";"611.47";"68.59";"334.0";"17.82";"945.47";"86.41";"30.55";"31.58";"110.06";"9.29";"84.65";"21.94";"6.94";"0.59";"0.6";"3.29";"1.17";"1.24";"42.59";"1.87";"2.6";"9546.22";"106.07";"1218.1";"572.43";"64.21";"312.67";"16.69";"885.1";"80.89";"103.03";"8.7";"79.24";"20.54";"6.5";"3.08";"39.87"
"Lorent Tolaj";"L. Tolaj";"115166";"2001-10-23";"Plymouth Argyle";"1728";"ENG - League One";"101";"2025/2026";"129";"CF";"Center Forward";"96.38";"20";"0";"10061.7";"104.39";"1224.65";"594.55";"64.8";"239.25";"14.7";"833.8";"79.5";"30.16";"31.58";"109.05";"12.1";"86.2";"21.4";"9.1";"0.61";"0.65";"2.4";"1.18";"1.28";"41.0";"1.83";"2.68";"9395.33";"104.39";"1143.54";"555.17";"60.51";"223.4";"13.73";"778.58";"74.23";"101.83";"11.3";"80.49";"19.98";"8.5";"2.24";"38.28"
"Ben Chrisene";"B. Chrisene";"115587";"2004-01-12";"Norwich City";"57";"ENG - Championship";"31";"2025/2026";"129";"LB";"Full Back";"78.27";"10";"0";"8356.4";"106.77";"1209.8";"456.8";"44.5";"143.1";"7.8";"599.9";"52.3";"28.66";"29.46";"98.5";"6.0";"74.6";"18.4";"4.6";"0.65";"0.65";"1.7";"1.27";"1.33";"31.6";"2.1";"2.73";"9609.15";"106.77";"1391.17";"525.28";"51.17";"164.55";"8.97";"689.83";"60.14";"113.27";"6.9";"85.78";"21.16";"5.29";"1.95";"36.34"
"Kialonda Gaspar";"Kialonda Gaspar";"116626";"1997-09-27";"Lecce";"147";"ITA - Serie A";"5";"2025/2026";"129";"RCB";"Central Defender";"97.67";"18";"0";"9846.33";"100.81";"1109.06";"376.89";"35.61";"117.33";"6.94";"494.22";"42.56";"28.94";"30.8";"105.0";"5.0";"78.67";"13.06";"3.67";"0.69";"0.73";"0.78";"1.6";"null";"24.28";"2.07";"2.8";"9072.72";"100.81";"1021.92";"347.28";"32.81";"108.11";"6.4";"455.39";"39.21";"96.75";"4.61";"72.49";"12.03";"3.38";"0.72";"22.37"
"Joshua Quarshie";"J. Quarshie";"118297";"2004-07-26";"Southampton";"58";"ENG - Championship";"31";"2025/2026";"129";"LCB";"Central Defender";"98.63";"10";"0";"9903.2";"100.41";"1111.4";"368.2";"40.7";"174.4";"8.8";"542.6";"49.5";"31.15";"32.92";"115.0";"6.4";"90.5";"12.4";"4.1";"0.64";"0.66";"1.3";"1.29";"1.33";"28.5";"2.13";"3.06";"9036.53";"100.41";"1014.14";"335.98";"37.14";"159.14";"8.03";"495.11";"45.17";"104.94";"5.84";"82.58";"11.31";"3.74";"1.19";"26.01"
"Pablo Barrios Rivas";"Pablo Barrios";"118870";"2003-06-15";"Atlético Madrid";"275";"ESP - LaLiga";"4";"2025/2026";"129";"RM";"Midfield";"92.0";"10";"0";"11061.0";"120.23";"1841.7";"694.3";"63.3";"190.4";"12.0";"884.7";"75.3";"28.78";"29.62";"123.9";"4.8";"103.9";"16.3";"3.8";"0.61";"0.62";"1.2";"1.35";"1.43";"60.5";"1.84";"2.73";"10820.74";"120.23";"1801.7";"679.22";"61.93";"186.26";"11.74";"865.48";"73.66";"121.21";"4.7";"101.64";"15.95";"3.72";"1.17";"59.19"
"Konstantinos Koulierakis";"K. Koulierakis";"119407";"2003-11-28";"VfL Wolfsburg";"106";"GER - Bundesliga";"6";"2025/2026";"129";"LCB";"Central Defender";"101.58";"17";"0";"10503.18";"103.4";"1303.53";"369.24";"33.71";"102.18";"4.88";"471.41";"38.59";"29.12";"31.1";"103.88";"4.12";"81.76";"11.0";"1.53";"0.77";"0.84";"0.29";"1.58";"null";"21.71";"1.94";"2.73";"9306.24";"103.4";"1154.98";"327.16";"29.86";"90.53";"4.33";"417.69";"34.19";"92.04";"3.65";"72.45";"9.75";"1.36";"0.26";"19.23"
"Alejandro Jiménez Sánchez";"Álex Jiménez";"120534";"2005-05-08";"Bournemouth";"63";"ENG - Premier League";"1";"2025/2026";"129";"RB";"Full Back";"90.17";"11";"0";"9343.18";"103.62";"1194.36";"562.18";"59.55";"296.64";"15.18";"858.82";"74.73";"31.39";"31.98";"95.64";"7.36";"79.09";"18.82";"4.91";"0.63";"0.63";"2.45";"1.16";"1.2";"35.0";"1.91";"2.8";"9325.75";"103.62";"1192.14";"561.13";"59.43";"296.08";"15.15";"857.22";"74.59";"95.46";"7.35";"78.94";"18.78";"4.9";"2.45";"34.93"
"Zak Swanson";"Z. Swanson";"122270";"2000-09-28";"Portsmouth";"50";"ENG - Championship";"31";"2025/2026";"129";"LB";"Full Back";"92.22";"8";"0";"10192.25";"110.52";"1433.0";"645.25";"58.88";"235.25";"12.38";"880.5";"71.25";"29.21";"30.06";"114.38";"8.0";"92.12";"16.62";"5.12";"0.7";"0.79";"2.0";"1.39";"null";"28.25";"1.95";"2.84";"9946.35";"110.52";"1398.43";"629.68";"57.45";"229.57";"12.08";"859.26";"69.53";"111.62";"7.81";"89.9";"16.22";"5.0";"1.95";"27.57"
"Santiago Tomás Castro";"S. Castro";"122277";"2004-09-18";"Bologna";"141";"ITA - Serie A";"5";"2025/2026";"129";"CF";"Center Forward";"85.12";"14";"0";"8997.57";"105.71";"1225.29";"552.71";"50.29";"156.79";"9.5";"709.5";"59.79";"28.79";"30.32";"94.71";"6.93";"80.0";"13.86";"4.57";"0.67";"0.69";"1.0";"1.45";"1.45";"34.71";"1.93";"2.57";"9513.65";"105.71";"1295.56";"584.42";"53.17";"165.78";"10.04";"750.2";"63.21";"100.15";"7.33";"84.59";"14.65";"4.83";"1.06";"36.71"
"Odeluga Offiah";"O. Offiah";"123086";"2002-10-26";"Preston North End";"748";"ENG - Championship";"31";"2025/2026";"129";"RCB";"Central Defender";"95.96";"8";"0";"10605.88";"110.52";"1486.5";"514.38";"48.38";"187.25";"9.62";"701.62";"58.0";"30.26";"30.96";"121.38";"7.12";"90.0";"17.5";"5.25";"0.64";"0.64";"1.62";"1.41";"null";"34.5";"2.02";"2.68";"9947.11";"110.52";"1394.17";"482.43";"45.37";"175.62";"9.03";"658.04";"54.4";"113.84";"6.68";"84.41";"16.41";"4.92";"1.52";"32.36"
"Odeluga Offiah";"O. Offiah";"123086";"2002-10-26";"Preston North End";"748";"ENG - Championship";"31";"2025/2026";"129";"RWB";"Full Back";"94.2";"10";"0";"10324.3";"109.59";"1475.8";"529.4";"53.9";"188.7";"10.4";"718.1";"64.3";"29.64";"31.04";"112.7";"8.9";"89.9";"21.0";"6.1";"0.58";"0.63";"2.3";"1.18";"1.6";"41.1";"2.11";"2.58";"9863.46";"109.59";"1409.93";"505.77";"51.49";"180.28";"9.94";"686.05";"61.43";"107.67";"8.5";"85.89";"20.06";"5.83";"2.2";"39.27"
"Tommi Dylan Brooklyn O'Reilly";"T. O'Reilly";"123087";"2003-12-15";"Crewe Alexandra FC";"1726";"ENG - League Two";"204";"2025/2026";"129";"RW";"Wide Attacker";"86.77";"25";"0";"9562.72";"110.21";"1326.12";"592.92";"59.92";"195.52";"11.56";"788.44";"71.48";"29.22";"31.54";"105.56";"9.32";"80.88";"22.32";"6.24";"0.61";"0.61";"1.44";"1.1";"1.14";"44.48";"1.94";"2.52";"9918.84";"110.21";"1375.51";"615.0";"62.15";"202.8";"11.99";"817.8";"74.14";"109.49";"9.67";"83.89";"23.15";"6.47";"1.49";"46.14"
"Bilal El Khannouss";"B. El Khannouss";"123171";"2004-05-10";"VfB Stuttgart";"115";"GER - Bundesliga";"6";"2025/2026";"129";"AM";"Midfield";"89.55";"8";"0";"10156.12";"113.42";"1330.38";"577.0";"60.12";"254.12";"12.0";"831.12";"72.12";"30.91";"31.82";"85.12";"4.38";"70.12";"10.38";"3.88";"0.63";"0.66";"2.0";"1.26";"1.36";"38.38";"1.99";"2.85";"10207.4";"113.42";"1337.09";"579.91";"60.43";"255.41";"12.06";"835.32";"72.49";"85.55";"4.4";"70.48";"10.43";"3.89";"2.01";"38.57"
"Cameron Congreve";"C. Congreve";"126043";"2004-01-24";"Dundee FC";"254";"SCO - Premiership";"18";"2025/2026";"129";"RW";"Wide Attacker";"84.26";"11";"0";"9967.09";"118.29";"1630.18";"807.73";"70.82";"258.55";"13.91";"1066.27";"84.73";"29.46";"30.66";"102.27";"8.27";"82.55";"21.27";"5.73";"0.65";"0.77";"1.18";"1.37";"null";"45.91";"1.92";"2.73";"10645.81";"118.29";"1741.19";"862.73";"75.64";"276.15";"14.86";"1138.88";"90.5";"109.24";"8.84";"88.17";"22.72";"6.12";"1.26";"49.04"
"Máximo Perrone";"M. Perrone";"126683";"2003-01-07";"Como 1907";"1948";"ITA - Serie A";"5";"2025/2026";"129";"RDM";"Midfield";"93.77";"14";"0";"10819.07";"115.38";"1669.14";"519.93";"46.07";"116.86";"6.36";"636.79";"52.43";"27.49";"29.02";"104.86";"5.29";"85.64";"13.86";"3.29";"0.68";"0.78";"0.79";"1.4";"null";"35.64";"1.99";"2.76";"10383.94";"115.38";"1602.01";"499.02";"44.22";"112.16";"6.1";"611.17";"50.32";"100.64";"5.07";"82.2";"13.3";"3.15";"0.75";"34.21"
"Arthur Augusto de Matos Soares";"Arthur";"127284";"2003-03-17";"Bayer 04 Leverkusen";"102";"GER - Bundesliga";"6";"2025/2026";"129";"RWB";"Full Back";"96.52";"8";"0";"11113.38";"115.14";"1493.62";"613.25";"68.62";"338.88";"17.12";"952.12";"85.75";"31.84";"32.38";"118.75";"8.75";"100.62";"20.62";"6.88";"0.61";"0.66";"3.38";"1.18";"1.58";"42.88";"1.95";"2.8";"10362.57";"115.14";"1392.72";"571.82";"63.99";"315.98";"15.97";"887.8";"79.96";"110.73";"8.16";"93.83";"19.23";"6.41";"3.15";"39.98"
"Renato Palma Veiga";"Renato Veiga";"127332";"2003-07-29";"Villarreal CF";"260";"ESP - LaLiga";"4";"2025/2026";"129";"LCB";"Central Defender";"97.73";"14";"0";"10746.43";"109.96";"1442.43";"382.57";"34.14";"77.43";"4.43";"460.0";"38.57";"27.01";"29.2";"123.57";"4.5";"99.57";"10.64";"3.0";"0.79";"0.8";"1.14";"1.66";"1.73";"28.79";"1.99";"2.89";"9896.34";"109.96";"1328.33";"352.31";"31.44";"71.3";"4.08";"423.61";"35.52";"113.8";"4.14";"91.69";"9.8";"2.76";"1.05";"26.51"
"Kacper Mieczyslaw Łopata";"Kacper Łopata";"128865";"2001-08-27";"Bristol Rovers FC";"2540";"ENG - League Two";"204";"2025/2026";"129";"RCB";"Central Defender";"99.01";"8";"0";"9838.5";"99.37";"1053.12";"415.38";"39.0";"132.12";"7.12";"547.5";"46.12";"29.14";"29.88";"102.75";"4.62";"76.38";"10.12";"2.38";"0.73";"null";"0.38";"null";"null";"14.75";"2.3";"3.2";"8943.15";"99.37";"957.29";"377.57";"35.45";"120.1";"6.48";"497.67";"41.93";"93.4";"4.2";"69.42";"9.2";"2.16";"0.34";"13.41"
